"FixedEffects","AICc","BIC","Qm","Qmp","QE","QEp","Sigma2_ID","Sigma2_Order_Family","Sigma2_Species","Sigma2_Source","Sigma2_Study","R2m","R2c","dAICc"
"~logD * Diet + logD * Habitat + logD2 * Habitat + logD * logBM +      logD2 * logBM",6424.77716823466,"6517.55354063887","59.3578481894842","4.79335953304668e-09","25905.9841719814","0","0.1934","0.0603","0.123","0.0276","0.1489","0.0416","0.6649",4.60184654877048
"~logD * Diet + logD * Habitat + logD2 * Habitat + logD * logBM",6424.82641990464,"6511.8165736462","57.239500757563","4.54700462604053e-09","26135.4962801787","0","0.1936","0.0573","0.1228","0.0214","0.1633","0.0398","0.667",4.65109821875012
"~logD * Diet + logD2 * Diet + logD * logBM + logD2 * logBM +      logD * Habitat + logD2 * Habitat + InfraType",6424.9197620742,"6540.82446905111","69.3415527383283","2.53934514505197e-09","25659.7356669454","0","0.1935","0.0617","0.1245","0.006","0.1539","0.0494","0.659",4.74444038831007
"~logD * Diet + logD2 * Diet + logBM + logD * Habitat + InfraType",6424.95787873446,"6523.51881781637","63.2238790898339","2.32178885210648e-09","25931.9608051914","0","0.1942","0.0571","0.1242","0","0.1689","0.0449","0.6594",4.7825570485702
"~logD * Diet + logD * logBM + Habitat + InfraType",6424.99469391974,"6511.9848476613","59.6835409612676","1.54271456253302e-09","26136.7387125253","0","0.1964","0.0564","0.1233","0.004","0.139","0.0445","0.6384",4.81937223385012
"~logD * Diet + logD2 * Diet + logD * Habitat + logD2 * Habitat +      InfraType",6425.26630411714,"6523.82724319905","62.4252854277527","3.27525459505001e-09","25882.3925171834","0","0.194","0.0497","0.1243","0","0.1742","0.0445","0.6581",5.09098243125027
"~logD * Diet + logD * logBM + InfraType",6425.36809648154,"6506.57038159339","57.4332436101907","1.48211719925543e-09","26155.3896175832","0","0.1959","0.0508","0.1244","0","0.1461","0.043","0.6374",5.19277479565062
"~logD * Diet + logD2 * Diet + logD * Habitat + logBM",6425.5040506035,"6506.70633571535","54.3667200381329","5.86029730973698e-09","26200.8111918395","0","0.1939","0.0557","0.1231","0.0216","0.1681","0.0377","0.6682",5.32872891761053
"~logD * Diet + logBM + logD * Habitat + logD2 * Habitat + InfraType",6425.51036155663,"6524.07130063854","62.7005046507486","2.90926199241574e-09","25940.3684287655","0","0.1941","0.0577","0.1242","0","0.1693","0.0445","0.6599",5.33503987074073
"~logD * Diet + logD2 + logD * logBM",6425.58271698934,"6495.20432299579","50.4772165429471","3.7713223166953e-09","26374.5948920917","0","0.195","0.0515","0.123","0.02","0.146","0.0367","0.6493",5.40739530345036
"~logD * Diet + logD2 * Diet + logD * Habitat + logD2 * Habitat +      logD * logBM + logD2 * logBM",6425.59231837793,"6524.15325745984","60.3967647766895","7.82425042431996e-09","25902.0584729099","0","0.1934","0.06","0.1231","0.0304","0.1494","0.0421","0.667",5.4169966920399
"~logD * Diet + logD2 * Diet + logD * Habitat + logD2 * Habitat",6425.67325065326,"6506.87553576511","53.9060467924184","7.19928944009123e-09","26129.97645535","0","0.1939","0.0494","0.1231","0.0211","0.1714","0.0376","0.6661",5.49792896737017
"~logD * Diet + logD * logBM + Habitat",6425.69626257845,"6495.3178685849","50.2500999944304","4.18841339391876e-09","26369.8900665426","0","0.1961","0.0551","0.122","0.0257","0.1378","0.0365","0.648",5.52094089256025
"~logD * Diet + logD2 + logD * logBM + Habitat + InfraType",6425.8187098816,"6518.59508228581","59.9525169063424","3.70005813783586e-09","25966.7438996924","0","0.1955","0.0564","0.1234","0.0102","0.1388","0.0442","0.6436",5.64338819571003
"~logD * Diet + logD * Habitat + logD2 * Habitat + logBM",6426.04371832103,"6507.24600343288","53.8958221884879","7.23222956995957e-09","26184.2058194178","0","0.1939","0.0563","0.123","0.0208","0.1674","0.0374","0.6675",5.86839663514002
"~logD * Diet + logD2 * Diet + logD * logBM + logD * Habitat +      logD2 * Habitat + InfraType",6426.14274620142,"6536.26785459583","66.2207823163475","3.95304109736726e-09","25827.5124765402","0","0.1939","0.0584","0.124","0","0.1684","0.0469","0.6608",5.96742451553018
"~logD * Diet + logD2 + logD * logBM + InfraType",6426.29529649514,"6513.2854502367","58.3414540075163","2.7949409015538e-09","25976.7849512578","0","0.1951","0.0506","0.1247","0","0.1501","0.0434","0.6414",6.11997480925038
"~logD * Diet + logD2 + logD * logBM + Habitat",6426.43145434112,"6501.84422287082","51.1755765234936","8.48513155440047e-09","26212.7503464929","0","0.1952","0.0551","0.1221","0.0328","0.1373","0.0368","0.6534",6.25613265523043
"~logD * Diet + logD2 * Diet + logD * Habitat + logD2 * Habitat +      logD * logBM",6426.72218261916,"6519.49855502338","57.3028728058684","1.16923564162304e-08","26075.4988632158","0","0.1937","0.057","0.1229","0.0216","0.1656","0.0397","0.6682",6.54686093327018
"~logD * Diet + logD * logBM + logD2 * logBM",6426.90146795119,"6502.3142364809","51.147268182903","8.59466102133499e-09","26333.4031497399","0","0.1943","0.0525","0.1234","0.0213","0.1477","0.037","0.6529",6.72614626530049
"~logD * Diet + logD * logBM + logD2 * logBM + Habitat + InfraType",6426.99640130242,"6525.55734038433","60.7476862729355","6.73223567550366e-09","25914.3153379769","0","0.1948","0.0578","0.1238","0.011","0.1406","0.0445","0.6475",6.82107961653037
"~logD * Diet + logD2 * Diet + logBM + logD * Habitat + logD2 *      Habitat + InfraType",6427.05655287421,"6531.40040462768","63.0069520691862","6.3539208621038e-09","25852.3462629278","0","0.194","0.0569","0.1242","0","0.1736","0.0444","0.6621",6.88123118832027
"~logD * Diet + logD * logBM + logD2 * logBM + InfraType",6427.51735965784,"6520.29373206205","59.1459584225595","5.25608317665836e-09","25923.7390823382","0","0.1945","0.0517","0.1252","0","0.1524","0.0437","0.6449",7.34203797195005
"~logD * Diet + logD2 * Diet + logD * Habitat + logD2 * Habitat +      logBM",6427.54256422542,"6514.53271796698","54.3532348873371","1.61727745190236e-08","26100.9982577195","0","0.1939","0.0556","0.1231","0.0211","0.1713","0.0375","0.6696",7.36724253953071
"~logD * Diet + logD2 * Diet + logD * logBM",6427.57904161214,"6502.99181014184","50.4293050154157","1.18959096396869e-08","26363.2424023039","0","0.1952","0.0514","0.123","0.0205","0.1461","0.0367","0.6494",7.40371992625023
"~logD * Diet + logD * logBM + logD2 * logBM + Habitat",6427.71091369999,"6508.91319881184","51.914920050113","1.7479835223009e-08","26166.3001176817","0","0.1945","0.0562","0.1225","0.0345","0.1388","0.037","0.6572",7.53559201410008
"~logD * Diet + logD2 * Diet + logD * logBM + Habitat + InfraType",6427.83973062327,"6526.40066970518","59.8044009462147","1.00810041517452e-08","25952.8092570479","0","0.1957","0.0563","0.1234","0.0111","0.1387","0.0441","0.6437",7.66440893738036
"~logD * logBM + logD * Habitat",6427.92887452905,"6491.75767407918","44.9462137829688","1.48786973332751e-08","26516.0908141474","0","0.195","0.0575","0.1206","0.0448","0.1588","0.0306","0.6721",7.75355284315992
"~logD * Diet + logD2 * Diet + logD * logBM + InfraType",6428.3226722256,"6521.09904462981","58.2821895461361","7.6488782643225e-09","25962.2614005054","0","0.1953","0.0505","0.1247","0","0.1507","0.0433","0.6415",8.14735053971071
"~logD * Diet + logD2 * Diet + logD * logBM + Habitat",6428.403056335,"6509.60534144685","51.1600721646941","2.44418021587081e-08","26201.0423171256","0","0.1954","0.055","0.1221","0.0335","0.1372","0.0367","0.6534",8.22773464911006
"~logD * Diet + logD2 * Diet + logD * logBM + logD2 * logBM",6428.44752325371,"6509.64980836556","51.4404607932821","2.15814969822907e-08","26333.4023173432","0","0.1944","0.0521","0.1235","0.0232","0.1481","0.037","0.6542",8.27220156782005
"~logD * Diet + logD2 * Diet + logD * logBM + logD2 * logBM +      Habitat + InfraType",6428.4892488754,"6532.83310062887","60.8735576141743","1.56369976349475e-08","25914.3140891702","0","0.1948","0.0574","0.1239","0.0141","0.1403","0.0444","0.649",8.31392718951065
"~logD * logBM + logD2 * logBM + logD * Habitat",6428.88061558492,"6504.29338411462","48.2675522565824","3.15650275789712e-08","26274.3324017033","0","0.1935","0.0596","0.1213","0.049","0.1623","0.0323","0.6803",8.70529389903004
"~logD * logBM",6429.02239176131,"6481.26065461561","40.0596815263598","1.03491845142629e-08","26766.7877568046","0","0.1965","0.0535","0.1211","0.0312","0.1486","0.0286","0.6535",8.84707007542056
"~logD * Diet + logD2 * Diet + logD * logBM + logD2 * logBM +      Habitat",6429.11762902031,"6516.10778276187","52.3952509726746","3.80528215461463e-08","26166.2765648075","0","0.1946","0.056","0.1225","0.0372","0.1385","0.0372","0.6586",8.94230733442055
"~logD * Diet + logD2 * Diet + logD * logBM + logD2 * logBM +      InfraType",6429.21988395222,"6527.78082303414","59.0166312092674","1.41122370695917e-08","25923.7382369963","0","0.1945","0.0511","0.1252","0.002","0.153","0.0434","0.6463",9.0445622663301
"~logD * logBM + logD * Habitat + Diet",6429.26138602287,"6498.88299202931","45.6832742305443","3.42301306101177e-08","26428.8376777404","0","0.1952","0.0562","0.1205","0.0399","0.1566","0.0315","0.6674",9.0860643369806
"~logD * logBM + logD2 * logBM + logD * Habitat + logD2 * Habitat",6429.46504752529,"6510.66733263714","49.6514470477422","4.76793982661205e-08","26025.8964734214","0","0.1943","0.0611","0.121","0.0592","0.141","0.0337","0.6744",9.28972583940049
"~logD * logBM + logD2 + logD * Habitat",6429.78120951988,"6499.40281552632","44.9960108274268","4.68876244317814e-08","26330.4229724367","0","0.1949","0.0569","0.1205","0.0506","0.1569","0.0305","0.6741",9.60588783398998
"~logD * logBM + logD * Habitat + InfraType",6430.06712446932,"6511.26940958117","49.2724702304501","5.63715209984077e-08","26312.7850355406","0","0.1952","0.0601","0.1214","0.0348","0.1588","0.0338","0.6693",9.89180278343065
"~logD * logBM + Habitat",6430.0839580808,"6488.11830924638","40.6960783027077","3.10682556119045e-08","26519.8687185776","0","0.1967","0.0562","0.1203","0.0465","0.1402","0.0286","0.6587",9.90863639490999
"~logD * logBM + logD2",6430.1734539238,"6488.20780508937","40.5909928713029","3.26637211385492e-08","26612.9649894131","0","0.1958","0.0526","0.1211","0.0397","0.1488","0.0286","0.6592",9.99813223790989
"~logD * logBM + logD2 * logBM",6430.21465419688,"6494.04345374701","42.7393675686247","4.17290638457962e-08","26577.8587144304","0","0.1946","0.0543","0.1219","0.0399","0.1512","0.0299","0.6641",10.0393325109899
"~logD * logBM + logD2 * logBM + logD * Habitat + Diet",6430.29415001103,"6511.49643512289","48.8718876889432","6.72757269564349e-08","26213.1154593045","0","0.1937","0.0584","0.1213","0.0444","0.1604","0.0331","0.6761",10.1188283251404
"~logD * logBM + Diet",6430.34280237984,"6488.37715354541","40.9076697779847","2.80877730831842e-08","26633.6731373986","0","0.1967","0.0519","0.121","0.028","0.1461","0.0296","0.6488",10.16748069395
"~logD * logBM + logD2 * logBM + logD * Habitat + InfraType",6430.68089842001,"6523.45727082422","52.9847019713611","7.49481672568026e-08","26027.5794961328","0","0.1936","0.0627","0.1222","0.0362","0.1631","0.0358","0.6769",10.50557673412
"~logD * logBM + logD2 * logBM + logD * Habitat + logD2 * Habitat +      Diet",6430.86332206386,"6517.85347580542","50.2945236376347","9.48218822309748e-08","25972.4221728943","0","0.1945","0.0599","0.121","0.054","0.1394","0.0345","0.6699",10.6880003779706
"~logD * logBM + Diet + logD * Habitat + InfraType",6430.88240314623,"6517.87255688779","50.7650182780684","7.73222795195192e-08","26192.4639757681","0","0.1955","0.0579","0.1212","0.0262","0.1565","0.0356","0.6617",10.7070814603403
"~logD * logBM + logD2 * logBM + Habitat",6430.99284828852,"6500.61445429496","43.83678554227","7.96392811239665e-08","26335.243580096","0","0.1947","0.0574","0.121","0.0582","0.1414","0.03","0.6702",10.8175266026301
"~logD * logBM + logD2 + Habitat",6431.02639438469,"6494.85519393483","41.5958265913153","7.11057877498193e-08","26377.246651311","0","0.1959","0.0554","0.1203","0.0578","0.1393","0.0288","0.6654",10.8510726988006
"~logD * logBM + logD2 + logD * Habitat + Diet",6431.14115118656,"6506.55391971626","45.6905556925935","1.00415540668581e-07","26261.8005992758","0","0.1951","0.0559","0.1204","0.0452","0.155","0.0313","0.6694",10.9658295006702
"~logD * logBM + logD2 * logBM + logD * Habitat + logD2 * Habitat +      InfraType",6431.41935057116,"6529.98028965307","54.1006718770389","1.13148618381879e-07","25808.8298866763","0","0.1943","0.0641","0.122","0.0488","0.1415","0.0369","0.6721",11.2440288852704
"~logD * logBM + Diet + Habitat",6431.42673999268,"6495.25553954281","41.4784506431871","7.50997243890183e-08","26429.3418366365","0","0.1969","0.0549","0.1202","0.0423","0.1382","0.0295","0.6541",11.2514183067906
"~logD * logBM + logD2 + Diet",6431.54965208521,"6495.37845163535","41.3499305045257","7.97296132908167e-08","26487.8655513939","0","0.196","0.0514","0.121","0.0357","0.1465","0.0295","0.6546",11.3743303993206
"~logD * logBM + logD2 * logBM + Diet + logD * Habitat + InfraType",6431.60212763889,"6530.1630667208","54.2707102108058","1.05344520383307e-07","25933.787057662","0","0.1939","0.0604","0.1221","0.0281","0.1612","0.0374","0.6701",11.4268059530004
"~logD * logBM + logD2 * logBM + Diet",6431.64492466954,"6501.26653067599","43.4036275842974","9.70409424879045e-08","26457.3769475013","0","0.1948","0.053","0.1219","0.0364","0.1491","0.0307","0.6599",11.4696029836505
"~logD * logBM + InfraType",6431.69526217545,"6501.31686818189","44.1975990417965","6.754222100717e-08","26383.7716996697","0","0.1966","0.0545","0.1224","0.0192","0.1518","0.0318","0.6503",11.5199404895602
"~logD * logBM + logD * Habitat + logD2 * Habitat",6431.80430955412,"6507.21707808383","45.0062742557753","1.36377300678228e-07","26263.9416298998","0","0.1949","0.0569","0.1205","0.0494","0.1605","0.0303","0.6754",11.6289878682301
"~logD * logBM + Habitat + InfraType",6431.91958132389,"6507.33234985359","45.4543151953238","1.11615050390239e-07","26324.5226895792","0","0.1969","0.059","0.1213","0.0355","0.1402","0.0322","0.6553",11.7442596380006
"~logD * logBM + logD2 + logD * Habitat + InfraType",6431.99045570197,"6518.98060944353","49.1455031076774","1.55875358558773e-07","26095.9945558602","0","0.195","0.0593","0.1213","0.0417","0.1566","0.0335","0.6716",11.8151340160803
"~logD * logBM + logD2 * logBM + Diet + logD * Habitat + logD2 *      Habitat + InfraType",6432.3523428237,"6536.69619457717","55.3433810042892","1.57060620039635e-07","25726.358850168","0","0.1946","0.0618","0.1219","0.0403","0.14","0.0386","0.665",12.1770211378107
"~logD * logBM + logD2 + Diet + Habitat",6432.43094687789,"6502.05255288433","42.2709119422725","1.62562548690911e-07","26292.2759658638","0","0.1961","0.0545","0.1202","0.0528","0.1375","0.0296","0.6609",12.2556251920005
"~logD * logBM + logD2 * logBM + Diet + Habitat",6432.44807979133,"6507.86084832104","44.4319248223201","1.76258453443939e-07","26255.0307807445","0","0.1949","0.0565","0.121","0.0538","0.1397","0.0308","0.6661",12.2727581054405
"~logD * logBM + Diet + InfraType",6432.54724188554,"6507.96001041525","45.8651291246984","9.28644129750449e-08","26221.3629964135","0","0.1969","0.0516","0.1222","0.0135","0.149","0.0336","0.6431",12.37192019965
"~logD * logBM + logD2 * logBM + Habitat + InfraType",6432.6790317015,"6519.66918544306","48.6062346273658","1.96712378006236e-07","26125.8878539702","0","0.1948","0.0603","0.122","0.0455","0.1421","0.0337","0.6666",12.5037100156105
"~logD * logBM + Diet + Habitat + InfraType",6432.75841716459,"6513.96070227645","46.9813265634704","1.54600392910821e-07","26196.423518505","0","0.1972","0.0565","0.1211","0.0283","0.138","0.0339","0.6479",12.5830954787007
"~logD * logBM + logD2 + Diet + logD * Habitat + InfraType",6432.85362824979,"6525.63000065401","50.5193355458618","2.14176659200099e-07","25994.0492519278","0","0.1954","0.0574","0.1212","0.0325","0.1547","0.0352","0.6641",12.6783065639002
"~logD * logBM + logD2 * logBM + InfraType",6432.88425235944,"6514.0865374713","46.6766120179765","1.76716120436719e-07","26169.0178581135","0","0.1946","0.0553","0.1233","0.0275","0.1546","0.0329","0.6611",12.7089306735506
"~logD * logBM + logD2 + Habitat + InfraType",6433.03232204026,"6514.23460715212","45.9609469401038","2.41797380270244e-07","26173.0100620971","0","0.196","0.0578","0.1212","0.0477","0.1395","0.032","0.6625",12.85700035437
"~logD * logBM + logD2 + InfraType",6433.09509569947,"6508.50786422917","44.1506370649768","1.99826067145235e-07","26217.357097324","0","0.1958","0.0533","0.1224","0.0295","0.1517","0.0313","0.6568",12.9197740135805
"~logD * logBM + logD * Habitat + logD2 * Habitat + Diet",6433.16980476225,"6514.37208987411","45.6854255100262","2.7277292270296e-07","26193.7039832316","0","0.1951","0.0559","0.1205","0.0443","0.1583","0.0312","0.6707",12.9944830763607
"~logD * Diet + logD2 + Habitat + InfraType",6433.21494931943,"6514.41723443128","47.1153133492136","1.45768137798052e-07","26074.3006230777","0","0.197","0.0442","0.1236","0.016","0.1385","0.0354","0.634",13.0396276335405
"~logD * Diet + logD2",6433.57146444727,"6491.60581561285","37.5240775847735","1.4046943341069e-07","26564.0537008945","0","0.1965","0.0392","0.1235","0.0225","0.149","0.0278","0.64",13.3961427613804
"~logD * Diet + logD2 + Habitat",6433.66248340497,"6497.4912829551","38.9818443756358","2.39490321803179e-07","26303.7603987234","0","0.1968","0.0443","0.122","0.0384","0.1374","0.0284","0.6452",13.4871617190802
"~logD * logBM + logD2 * logBM + Diet + Habitat + InfraType",6433.68196664755,"6526.45833905177","49.7953412802313","2.91061893079127e-07","26003.9598450211","0","0.1951","0.0582","0.1219","0.0382","0.1402","0.0351","0.6599",13.5066449616606
"~logD * logBM + logD2 * logBM + Diet + InfraType",6433.89619445934,"6520.8863482009","47.9855560505654","2.56998291700272e-07","26019.738104817","0","0.1949","0.0529","0.1232","0.0216","0.1522","0.0344","0.6545",13.7208727734505
"~logD * logBM + logD2 + Diet + Habitat + InfraType",6433.96758118379,"6520.95773492535","47.2616542717517","3.50787487982396e-07","26046.7357134235","0","0.1964","0.056","0.121","0.0395","0.1375","0.0336","0.6552",13.7922594979
"~logD * logBM + logD * Habitat + logD2 * Habitat + InfraType",6433.99492277188,"6526.77129517609","49.2230281082543","3.70726269356176e-07","26046.9166589077","0","0.195","0.0592","0.1214","0.0392","0.1622","0.0334","0.6733",13.8196010859901
"~logD * logBM + logD2 + Diet + InfraType",6434.03484791055,"6515.2371330224","45.595121180358","2.83759191842109e-07","26062.8579580433","0","0.1961","0.0511","0.1222","0.0227","0.1491","0.033","0.6496",13.8595262246599
"~logD * Diet + logD2 * Diet + Habitat + InfraType",6434.27321992463,"6521.26337366619","47.8280135186694","2.7501864133665e-07","26042.6040914682","0","0.1974","0.0437","0.1235","0.0184","0.1374","0.0359","0.6343",14.0978982387405
